,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10
1,11.9350253888996,12.3146154058533,11.9095228370909,12.6137500914265,12.7712403826934,13.3002736143507,14.68137647972,13.9609486496471,13.9457981947348,13.7038838407419
2,12.9361629038874,12.0897886226417,11.2309314419379,13.2769969562936,11.2358108762109,14.1159339982088,14.7362052312391,12.3529167545026,14.1511912893545,12.8191986379545
3,10.8479755377354,10.84531642479,10.0842186960835,10.9811132438917,10.6780899708936,11.6323319018152,12.6285082753952,13.3587843502024,12.2888809056265,12.3315762208994
4,27.565042195257,29.6170962424698,29.0778812851584,26.268142741819,30.132312051152,29.0048773019108,31.8582742518782,29.4342651404074,28.9883679813997,28.9157268430085
5,28.6912599907786,33.3507868465642,30.4620007204965,30.9532957927131,32.2618900324991,29.0098064530412,33.6652086762146,30.9390172434243,32.6381193002877,33.1823257348564
6,13.4850291479912,18.8836886753723,20.1600228307908,14.9047737613638,18.4818166791901,15.7421018116035,19.5554591619727,15.5131514798532,20.4301491799445,17.3130863197921
7,8.6363431821615,9.49877258945811,10.8253187712011,9.49892313442795,10.9118791917244,9.75419480831023,10.6162358073832,8.73599491398822,10.8852352104391,13.8659826829494
8,5.17690244351007,6.67514929083122,5.71373878296126,5.59351781084399,5.77314178079506,6.8629964122401,7.26154683989769,6.32641855213717,5.4281601126371,5.23459763040095
9,16.5982309971603,13.6899065675537,14.8787003424778,13.2156808715641,15.0705119277031,12.5921949777049,16.4792023927876,14.9570727640345,15.8296522875399,17.4348342396464
10,5.55419746287778,5.93486919905104,5.86102459051921,7.896938142937,6.55188783191429,5.6912283891043,8.22695659060778,6.42914965435888,6.28819885615524,9.24143646209101
11,9.39279188091812,9.34544589776321,8.75122686896603,9.56653992910794,10.0034063400576,8.13884340700725,8.92426213772711,8.93839295452088,8.94004715070038,2.78454234487
12,9.7303980551527,12.5001210625227,11.2997537000304,10.9547353468038,11.8563221873647,11.8244776469574,12.0008309285061,9.45847810465264,10.7473125354748,12.6477150088267
13,9.34438134509648,14.2486419000191,10.8079653447866,9.61554862954679,10.7455519634275,11.8356582148428,12.6435853500087,12.4531383332778,13.5295158963508,11.4497814234689
14,13.6662914709664,15.0823967141516,15.5982730614096,13.655653949078,13.5501808654089,16.3461441696355,15.8291944757139,14.0108669505072,15.6081708158763,15.0228918380093
15,11.8894766852062,14.5576072666046,11.7189104081677,13.6580095750692,14.2391639837298,10.6665442279494,10.9675777545575,12.9118440468864,13.0225792691695,14.3528250374352
16,16.4177475778342,16.5798378909267,13.8744087263888,15.7768380252502,14.7277113369798,15.1881771299413,14.6694263523638,15.4083022140685,15.4133040994751,20.2290390829619
17,15.2282365824242,13.481595704416,12.8077164979384,15.3458587785101,13.8746850188916,14.8468906031958,15.712000647699,15.0649657139081,13.5465411795776,14.3924448123549
18,12.0309130944479,10.868728712666,9.52834088747755,9.44961763522048,10.7406856964718,9.46527833747321,9.24343486707835,8.89960604355713,10.0269550411385,13.1773917214401
19,10.9977404813178,9.71378542894273,10.2358404600644,9.88752477776004,11.8849567560636,9.28953734439811,13.0358417904158,11.4314356039933,10.2754162448122,11.2788313950177
